should I assume PST please?,1,clarification_question,,clar EN
should I assume PST now?,1,clarification_question,,clar EN
should I assume PST for tomorrow?,1,clarification_question,,clar EN
встреча в 1 сегодня,0,none,,none time RU
встреча в 1 завтра,0,none,,none time RU
встреча в 1 в этот час,0,none,,none time RU
встреча в 1,0,none,,none time RU
встреча в 1:00 сегодня,0,none,,none time RU
встреча в 1:00 завтра,0,none,,none time RU
встреча в 1:00 в этот час,0,none,,none time RU
встреча в 1:00,0,none,,none time RU
встреча в 1:15 сегодня,0,none,,none time RU
встреча в 1:15 завтра,0,none,,none time RU
встреча в 1:15 в этот час,0,none,,none time RU
встреча в 1:15,0,none,,none time RU
встреча в 1:30 сегодня,0,none,,none time RU
встреча в 1:30 завтра,0,none,,none time RU
встреча в 1:30 в этот час,0,none,,none time RU
встреча в 1:30,0,none,,none time RU
встреча в 1:45 сегодня,0,none,,none time RU
встреча в 1:45 завтра,0,none,,none time RU
встреча в 1:45 в этот час,0,none,,none time RU
встреча в 1:45,0,none,,none time RU
встреча в 2 сегодня,0,none,,none time RU
встреча в 2 завтра,0,none,,none time RU
встреча в 2 в этот час,0,none,,none time RU
встреча в 2,0,none,,none time RU
встреча в 2:00 сегодня,0,none,,none time RU
встреча в 2:00 завтра,0,none,,none time RU
встреча в 2:00 в этот час,0,none,,none time RU
встреча в 2:00,0,none,,none time RU
встреча в 2:15 сегодня,0,none,,none time RU
встреча в 2:15 завтра,0,none,,none time RU
встреча в 2:15 в этот час,0,none,,none time RU
встреча в 2:15,0,none,,none time RU
встреча в 2:30 сегодня,0,none,,none time RU
встреча в 2:30 завтра,0,none,,none time RU
встреча в 2:30 в этот час,0,none,,none time RU
встреча в 2:30,0,none,,none time RU
встреча в 2:45 сегодня,0,none,,none time RU
встреча в 2:45 завтра,0,none,,none time RU
встреча в 2:45 в этот час,0,none,,none time RU
встреча в 2:45,0,none,,none time RU
встреча в 3 сегодня,0,none,,none time RU
встреча в 3 завтра,0,none,,none time RU
встреча в 3 в этот час,0,none,,none time RU
встреча в 3,0,none,,none time RU
встреча в 3:00 сегодня,0,none,,none time RU
встреча в 3:00 завтра,0,none,,none time RU
встреча в 3:00 в этот час,0,none,,none time RU
встреча в 3:00,0,none,,none time RU
встреча в 3:15 сегодня,0,none,,none time RU
встреча в 3:15 завтра,0,none,,none time RU
встреча в 3:15 в этот час,0,none,,none time RU
встреча в 3:15,0,none,,none time RU
встреча в 3:30 сегодня,0,none,,none time RU
встреча в 3:30 завтра,0,none,,none time RU
встреча в 3:30 в этот час,0,none,,none time RU
встреча в 3:30,0,none,,none time RU
встреча в 3:45 сегодня,0,none,,none time RU
встреча в 3:45 завтра,0,none,,none time RU
встреча в 3:45 в этот час,0,none,,none time RU
встреча в 3:45,0,none,,none time RU
встреча в 4 сегодня,0,none,,none time RU
встреча в 4 завтра,0,none,,none time RU
встреча в 4 в этот час,0,none,,none time RU
встреча в 4,0,none,,none time RU
встреча в 4:00 сегодня,0,none,,none time RU
встреча в 4:00 завтра,0,none,,none time RU
встреча в 4:00 в этот час,0,none,,none time RU
встреча в 4:00,0,none,,none time RU
встреча в 4:15 сегодня,0,none,,none time RU
встреча в 4:15 завтра,0,none,,none time RU
встреча в 4:15 в этот час,0,none,,none time RU
встреча в 4:15,0,none,,none time RU
встреча в 4:30 сегодня,0,none,,none time RU
встреча в 4:30 завтра,0,none,,none time RU
встреча в 4:30 в этот час,0,none,,none time RU
встреча в 4:30,0,none,,none time RU
встреча в 4:45 сегодня,0,none,,none time RU
встреча в 4:45 завтра,0,none,,none time RU
встреча в 4:45 в этот час,0,none,,none time RU
встреча в 4:45,0,none,,none time RU
встреча в 5 сегодня,0,none,,none time RU
встреча в 5 завтра,0,none,,none time RU
встреча в 5 в этот час,0,none,,none time RU
встреча в 5,0,none,,none time RU
встреча в 5:00 сегодня,0,none,,none time RU
встреча в 5:00 завтра,0,none,,none time RU
встреча в 5:00 в этот час,0,none,,none time RU
встреча в 5:00,0,none,,none time RU
встреча в 5:15 сегодня,0,none,,none time RU
встреча в 5:15 завтра,0,none,,none time RU
встреча в 5:15 в этот час,0,none,,none time RU
встреча в 5:15,0,none,,none time RU
встреча в 5:30 сегодня,0,none,,none time RU
